NAME,PRODUCT_GROUP,CALL_ID,INTERACTION_MEDIUM,TOTAL_ATTENDEES,VENUE_CATEGORY,INTERACTION_DATE,IS_PARENT__C,RESIDENCY_PROGRAMME,MSL_ID,INTERACTION_VENUE,RESIDENCY_PROGRAMME_FLAG,INTERACTION_DETAIL_ID,INITIATIVES,PRODUCT_NAME,PRODUCT_ID,INITIATIVE_CATEGORY,INTERACTION_CATEGORY,INTERACTION_NAME,MSL_NAME,MONTH_YEAR,QUARTER_NAME,QUARTER_YEAR
WCT-418038,Product 1,v78TR98995YcwCGIYZ,Phone,23,Others,05-03-2024,TRUE,FALSE,1293Q881236UtQ9DIK,OS,0,e99FT111236d4vBIZQ,Initiative 3,Product 1,2205,PF,Call,IJ166453,3,Mar '24,Q1,Q1 '24
WCT-418048,Product 1,v78TR98995Ycw9VIYR,Phone,236,Others,04-03-2024,TRUE,FALSE,1293Q881236UtQ9DIK,PS,0,e99FT111236d4vyIFA,Initiative 1,Product 1,2205,BCP,Call,IJ166387,24,Mar '24,Q1,Q1 '24
WCT-418049,Product 1,v78TR98995Ycw9VIYR,Phone,285,Others,04-03-2024,TRUE,FALSE,1293Q881236UtQ9DIK,PS,0,e99FT111236d4vzIFA,Initiative 2,Product 1,2205,Diff,Call,IJ166387,17,Mar '24,Q1,Q1 '24
WCT-418005,Product 1,v78TR98995YcwFlIYJ,Phone,100,Others,07-03-2024,TRUE,FALSE,1293Q881236XqWjDIK,PS,0,e99FT111236d4xQIZQ,Initiative 1,Product 1,2205,BCP,Call,IJ166511,14,Mar '24,Q1,Q1 '24
WCT-418081,Product 1,v78TR98995YcwFMIYZ,Phone,288,Others,07-03-2024,TRUE,FALSE,1293Q88000708K2DII,PS,0,e99FT111236d4xfIFA,Initiative 1,Product 1,2205,BCP,Call,IJ166504,18,Mar '24,Q1,Q1 '24
WCT-418083,Product 1,v78TR98995YcwCpIYJ,Phone,101,Others,06-03-2024,TRUE,FALSE,1293Q881236XqelDIC,PS,0,e99FT111236d4xpIFA,Initiative 1,Product 1,2205,BCP,Call,IJ166460,16,Mar '24,Q1,Q1 '24
WCT-418088,Product 1,v78TR98995YcwGyIYJ,Virtual,273,Others,04-03-2024,TRUE,FALSE,1293Q881236XqXDIA0,PS,0,e99FT111236d4yEIZQ,Initiative 4,Product 1,2205,SS,Online,IJ166531,16,Mar '24,Q1,Q1 '24
WCT-418090,Product 1,v78TR98995YcvgpIYB,Phone,241,Others,20-02-2024,TRUE,FALSE,1293Q881236XqXDIA0,PS,0,e99FT111236d4yOIZQ,Initiative 1,Product 1,2205,BCP,Call,IJ165811,14,Feb '24,Q1,Q1 '24
WCT-418092,Product 1,v78TR98995YcwElIYJ,Phone,237,Others,07-03-2024,TRUE,FALSE,1293Q881236XqXDIA0,PS,0,e99FT111236d4yTIZQ,Initiative 1,Product 1,2205,BCP,Call,IJ166487,8,Mar '24,Q1,Q1 '24
WCT-418093,Product 1,v78TR98995YcwHSIYZ,Email,245,Others,08-03-2024,TRUE,FALSE,1293Q881236XqikDIC,PS,0,e99FT111236d4yYIZQ,Initiative 1,Product 1,2205,BCP,Mail,IJ166537,5,Mar '24,Q1,Q1 '24
WCT-418099,Product 1,v78TR98995YcwIVIYZ,Phone,109,Others,07-03-2024,TRUE,FALSE,1293Q881236XqelDIC,PS,0,e99FT111236d4z2IFA,Initiative 1,Product 1,2205,BCP,Call,IJ166550,13,Mar '24,Q1,Q1 '24
WCT-418124,Product 1,v78TR98995YcwLJIYZ,Phone,341,Others,29-02-2024,TRUE,FALSE,1293Q881236XqWTDI0,PS,0,e99FT111236d50KIZQ,Initiative 1,Product 1,2205,BCP,Call,IJ166614,15,Feb '24,Q1,Q1 '24
WCT-418125,Product 1,v78TR98995YcwLTIYZ,Phone,179,Others,11-03-2024,TRUE,FALSE,1293Q881236XqelDIC,PS,0,e99FT111236d50PIZQ,Initiative 1,Product 1,2205,BCP,Call,IJ166616,4,Mar '24,Q1,Q1 '24
WCT-418141,Product 1,v78TR98995YcwLnIYJ,Phone,220,Others,11-03-2024,TRUE,FALSE,1293Q881236XqWjDIK,OS,0,e99FT111236d50jIFA,Initiative 1,Product 1,2205,BCP,Call,IJ166620,17,Mar '24,Q1,Q1 '24
WCT-418130,Product 1,v78TR98995YcwLsIYJ,Live,170,Others,19-02-2024,TRUE,FALSE,1293Q881236XqelDIC,PS,0,e99FT111236d50oIFA,Initiative 1,Product 1,2205,BCP,Face 2 Face,IJ166621,8,Feb '24,Q1,Q1 '24
WCT-418135,Product 1,v78TR98995YcwM2IYJ,Live,384,Others,19-02-2024,TRUE,FALSE,1293Q881236XqelDIC,PS,0,e99FT111236d50zIFA,Initiative 1,Product 1,2205,BCP,Face 2 Face,IJ166624,14,Feb '24,Q1,Q1 '24
WCT-418130,Product 1,v78TR98995YcwM7IYJ,Live,226,Others,20-02-2024,TRUE,FALSE,1293Q881236XqelDIC,PS,0,e99FT111236d513IFA,Initiative 1,Product 1,2205,BCP,Face 2 Face,IJ166625,5,Feb '24,Q1,Q1 '24
WCT-418141,Product 1,v78TR98995Ycw2YIYR,Phone,201,Others,11-03-2024,TRUE,FALSE,1293Q88000708K2DII,PS,0,e99FT111236d51hIFA,Initiative 1,Product 1,2205,BCP,Call,IJ166195,14,Mar '24,Q1,Q1 '24
WCT-418140,Product 1,v78TR98995YcwMqIYJ,Phone,237,Others,07-03-2024,TRUE,FALSE,1293Q88000708K2DII,PS,0,e99FT111236d51mIFA,Initiative 1,Product 1,2205,BCP,Call,IJ166638,2,Mar '24,Q1,Q1 '24
WCT-418150,Product 1,v78TR98995YcwEgIYJ,Phone,17,Others,07-03-2024,TRUE,FALSE,1293Q88000708K2DII,PS,0,e99FT111236d51sIFA,Initiative 1,Product 1,2205,BCP,Call,IJ166486,9,Mar '24,Q1,Q1 '24
WCT-418154,Product 1,v78TR98995YcvvTIYR,Phone,295,Others,23-02-2024,TRUE,FALSE,1293Q881236VMrzDIG,PS,0,e99FT111236d52GIZQ,Initiative 1,Product 1,2205,BCP,Call,IJ166059,12,Feb '24,Q1,Q1 '24
WCT-418112,Product 1,v78TR98995YcwNPIYZ,Live,53,Others,12-03-2024,TRUE,FALSE,1293Q881236UtQ9DIK,PS,0,e99FT111236d52aIFA,Initiative 4,Product 1,2205,SS,Face 2 Face,IJ166646,25,Mar '24,Q1,Q1 '24
WCT-418115,Product 1,v78TR98995YRuZFIYZ,Live,276,RA,11-01-2024,TRUE,FALSE,1293Q881236XqelDIC,CP-R,0,e99FT111236d52pIFA,Initiative 1,Product 1,2205,BCP,Face 2 Face,IJ123491,20,Jan '24,Q1,Q1 '24
WCT-418118,Product 1,v78TR98995YcwO8IYJ,Phone,151,Others,12-03-2024,TRUE,FALSE,1293Q881236XqWTDI0,PS,0,e99FT111236d534IFA,Initiative 1,Product 1,2205,BCP,Call,IJ166663,3,Mar '24,Q1,Q1 '24
WCT-418101,Product 1,v78TR98995YcwOcIYJ,Virtual,316,Others,06-03-2024,TRUE,FALSE,1293Q881236VMrzDIG,PS,0,e99FT111236d53JIZQ,Initiative 1,Product 1,2205,BCP,Online,IJ166669,13,Mar '24,Q1,Q1 '24
WCT-418101,Product 1,v78TR98995YcwPbIYJ,Live,20,Others,13-03-2024,TRUE,FALSE,1293Q881236UtQ9DIK,PS,0,e99FT111236d53iIFA,Initiative 1,Product 1,2205,BCP,Face 2 Face,IJ166692,8,Mar '24,Q1,Q1 '24
WCT-418100,Product 1,v78TR98995YcwPbIYJ,Live,82,Others,13-03-2024,TRUE,FALSE,1293Q881236UtQ9DIK,PS,0,e99FT111236d53jIFA,Initiative 2,Product 1,2205,Diff,Face 2 Face,IJ166692,14,Mar '24,Q1,Q1 '24
WCT-418189,Product 1,v78TR98995YcwOXIYZ,Phone,286,Others,12-03-2024,TRUE,FALSE,1293Q881236XqelDIC,PS,0,e99FT111236d54CIZQ,Initiative 1,Product 1,2205,BCP,Call,IJ166668,2,Mar '24,Q1,Q1 '24
WCT-418198,Product 1,v78TR98995YcwQsIYJ,Virtual,260,Others,07-03-2024,TRUE,FALSE,1293Q881236XqWGDI0,PS,0,e99FT111236d54eIFA,Initiative 4,Product 1,2205,SS,Online,IJ166725,5,Mar '24,Q1,Q1 '24
WCT-418213,Product 1,v78TR98995Ycvg1IYB,Virtual,55,Others,11-03-2024,TRUE,FALSE,1293Q88000708K2DII,PS,0,e99FT111236d55ZIZQ,Initiative 1,Product 1,2205,BCP,Online,IJ165800,22,Mar '24,Q1,Q1 '24
WCT-418218,Product 1,v78TR98995YcwQhIYJ,Phone,146,Others,13-03-2024,TRUE,FALSE,1293Q881236XqWjDIK,PS,0,e99FT111236d55tIFA,Initiative 1,Product 1,2205,BCP,Call,IJ166721,16,Mar '24,Q1,Q1 '24
WCT-418220,Product 1,v78TR98995YcwS1IYJ,Email,398,Others,07-03-2024,TRUE,FALSE,1293Q881236XqWjDIK,PS,0,e99FT111236d563IFA,Initiative 1,Product 1,2205,BCP,Mail,IJ166744,11,Mar '24,Q1,Q1 '24
WCT-418230,Product 1,v78TR98995YcwSuIYJ,Email,355,Others,14-03-2024,TRUE,FALSE,1293Q881236XqcJDIS,OS,0,e99FT111236d56mIFA,Initiative 1,Product 1,2205,BCP,Mail,IJ166757,8,Mar '24,Q1,Q1 '24
WCT-418235,Product 1,v78TR98995YcwTJIYZ,Phone,137,Others,14-03-2024,TRUE,FALSE,1293Q8800075uiFDIQ,PS,0,e99FT111236d57BIZQ,Initiative 4,Product 1,2205,SS,Call,IJ166762,13,Mar '24,Q1,Q1 '24
WCT-418238,Product 1,v78TR98995YcwTTIYZ,Phone,339,Others,14-03-2024,TRUE,FALSE,1293Q881236XqWGDI0,PS,0,e99FT111236d57LIZQ,Initiative 1,Product 1,2205,BCP,Call,IJ166764,20,Mar '24,Q1,Q1 '24
WCT-418241,Product 1,v78TR98995YcwTYIYZ,Phone,208,Others,14-03-2024,TRUE,FALSE,1293Q881236XqcJDIS,OS,0,e99FT111236d57VIZQ,Initiative 1,Product 1,2205,BCP,Call,IJ166766,10,Mar '24,Q1,Q1 '24
WCT-418245,Product 1,v78TR98995YcwURIYZ,Phone,119,Others,14-03-2024,TRUE,FALSE,1293Q881236UtQ9DIK,PS,0,e99FT111236d57pIFA,Initiative 2,Product 1,2205,Diff,Call,IJ166777,7,Mar '24,Q1,Q1 '24
WCT-418241,Product 1,v78TR98995YcwUlIYJ,Phone,28,Others,14-03-2024,TRUE,FALSE,1293Q881236XqelDIC,PS,0,e99FT111236d57uIFA,Initiative 1,Product 1,2205,BCP,Call,IJ166781,5,Mar '24,Q1,Q1 '24
WCT-418240,Product 1,v78TR98995YcwSBIYZ,Phone,187,Others,14-03-2024,TRUE,FALSE,1293Q881236XqWjDIK,OS,0,e99FT111236d57zIFA,Initiative 1,Product 1,2205,BCP,Call,IJ166746,22,Mar '24,Q1,Q1 '24
WCT-418248,Product 1,v78TR98995YcwUvIYJ,Email,354,Others,14-03-2024,TRUE,FALSE,1293Q881236XqWjDIK,PS,0,e99FT111236d584IFA,Initiative 1,Product 1,2205,BCP,Mail,IJ166783,1,Mar '24,Q1,Q1 '24
WCT-418249,Product 1,v78TR98995YcwUCIYZ,Phone,57,Others,14-03-2024,TRUE,FALSE,1293Q881236VMrzDIG,PS,0,e99FT111236d589IFA,Initiative 1,Product 1,2205,BCP,Call,IJ166774,22,Mar '24,Q1,Q1 '24
WCT-418250,Product 1,v78TR98995YcwTxIYJ,Phone,77,Others,15-03-2024,TRUE,FALSE,1293Q881236XqXDIA0,PS,0,e99FT111236d58EIZQ,Initiative 1,Product 1,2205,BCP,Call,IJ166771,10,Mar '24,Q1,Q1 '24
WCT-418253,Product 1,v78TR98995YcwVZIYZ,Live,355,Others,13-03-2024,TRUE,FALSE,1293Q881236UtQ9DIK,PS,0,e99FT111236d58TIZQ,Initiative 4,Product 1,2205,SS,Face 2 Face,IJ166791,2,Mar '24,Q1,Q1 '24
WCT-418212,Product 1,v78TR98995YcwWDIYZ,Live,28,Others,12-03-2024,TRUE,FALSE,1293Q881236UtQ9DIK,PS,0,e99FT111236d59CIZQ,Initiative 4,Product 1,2205,SS,Face 2 Face,IJ166800,8,Mar '24,Q1,Q1 '24
WCT-418204,Product 1,v78TR98995YcwV5IYJ,Email,87,Others,17-03-2024,TRUE,FALSE,1293Q881236XqWjDIK,OS,0,e99FT111236d5A0IAI,Initiative 1,Product 1,2205,BCP,Mail,IJ166785,8,Mar '24,Q1,Q1 '24
WCT-418209,Product 1,v78TR98995Ycw0WIYR,Email,224,Others,07-03-2024,TRUE,FALSE,1293Q8800075uiFDIQ,PS,0,e99FT111236d5AKIAY,Initiative 1,Product 1,2205,BCP,Mail,IJ166153,7,Mar '24,Q1,Q1 '24
WCT-418280,Product 1,v78TR98995YcwXfIYJ,Phone,257,Others,18-03-2024,TRUE,FALSE,1293Q881236UtQ9DIK,PS,0,e99FT111236d5APIAY,Initiative 1,Product 1,2205,BCP,Call,IJ166821,3,Mar '24,Q1,Q1 '24
WCT-418281,Product 1,v78TR98995YcwXkIYJ,Phone,180,Others,18-03-2024,TRUE,FALSE,1293Q881236UtQ9DIK,PS,0,e99FT111236d5AUIAY,Initiative 1,Product 1,2205,BCP,Call,IJ166822,3,Mar '24,Q1,Q1 '24
WCT-418282,Product 1,v78TR98995YcwXuIYJ,Live,138,Others,18-03-2024,TRUE,FALSE,1293Q881236UtQ9DIK,PS,0,e99FT111236d5AZIAY,Initiative 4,Product 1,2205,SS,Face 2 Face,IJ166824,9,Mar '24,Q1,Q1 '24
WCT-418410,Product 1,v78TR98995YcwYTIYZ,Virtual,51,Others,19-03-2024,TRUE,FALSE,1293Q88000708K2DII,PS,0,e99FT111236d5AyIAI,Initiative 4,Product 1,2205,SS,Online,IJ166832,8,Mar '24,Q1,Q1 '24
WCT-418414,Product 1,v78TR98995YcwYjIYJ,Phone,15,Others,18-03-2024,TRUE,FALSE,1293Q881236XqWTDI0,PS,0,e99FT111236d5B9IAI,Initiative 1,Product 1,2205,BCP,Call,IJ166838,24,Mar '24,Q1,Q1 '24
WCT-418301,Product 1,v78TR98995YcwYoIYJ,Phone,342,Others,19-03-2024,TRUE,FALSE,1293Q881236XqWTDI0,PS,0,e99FT111236d5BEIAY,Initiative 1,Product 1,2205,BCP,Call,IJ166848,20,Mar '24,Q1,Q1 '24
WCT-418310,Product 1,v78TR98995YcwYKIYR,Virtual,103,PA,19-03-2024,TRUE,FALSE,1293Q88000708K2DII,CP-P,0,e99FT111236d5CBIAY,Initiative 1,Product 1,2205,BCP,Online,IJ166861,18,Mar '24,Q1,Q1 '24
WCT-418311,Product 1,v78TR98995YcvwlIYB,Phone,28,Others,19-03-2024,TRUE,FALSE,1293Q8800075uiFDIQ,PS,0,e99FT111236d5CGIAY,Initiative 1,Product 1,2205,BCP,Call,IJ166080,4,Mar '24,Q1,Q1 '24
WCT-418335,Product 1,v78TR98995YcwdlIYB,Phone,300,Others,19-03-2024,TRUE,FALSE,1293Q881236XqWjDIK,PS,0,e99FT111236d5DiIAI,Initiative 2,Product 1,2205,Diff,Call,IJ166930,15,Mar '24,Q1,Q1 '24
WCT-418331,Product 1,v78TR98995YcwYJIYZ,Phone,321,Others,19-03-2024,TRUE,FALSE,1293Q881236XqWjDIK,PS,0,e99FT111236d5DnIAI,Initiative 1,Product 1,2205,BCP,Call,IJ166830,8,Mar '24,Q1,Q1 '24
WCT-418342,Product 1,v78TR98995Ycwf0IYB,Email,181,Others,19-03-2024,TRUE,FALSE,1293Q881236XqWjDIK,PS,0,e99FT111236d5ECIAY,Initiative 2,Product 1,2205,Diff,Mail,IJ166955,25,Mar '24,Q1,Q1 '24
WCT-418349,Product 1,v78TR98995YcwfUIYR,Live,221,Others,20-03-2024,TRUE,FALSE,1293Q881236XqcJDIS,PS,0,e99FT111236d5ETIAY,Initiative 1,Product 1,2205,BCP,Face 2 Face,IJ166962,25,Mar '24,Q1,Q1 '24
WCT-418358,Product 1,v78TR98995YcwfeIYB,Live,205,RA,20-03-2024,TRUE,FALSE,1293Q881236UtQ9DIK,CP-R,0,e99FT111236d5EdIAI,Initiative 1,Product 1,2205,BCP,Face 2 Face,IJ166964,7,Mar '24,Q1,Q1 '24
WCT-418310,Product 1,v78TR98995Ycwg1IYB,Phone,87,Others,20-03-2024,TRUE,FALSE,1293Q88000708K2DII,PS,0,e99FT111236d5EmIAI,Initiative 1,Product 1,2205,BCP,Call,IJ166975,12,Mar '24,Q1,Q1 '24
WCT-418301,Product 1,v78TR98995YcwgLIYR,Live,240,Others,19-03-2024,TRUE,FALSE,1293Q881236UtQ9DIK,OS,0,e99FT111236d5FBIAY,Initiative 1,Product 1,2205,BCP,Face 2 Face,IJ166983,17,Mar '24,Q1,Q1 '24
WCT-418304,Product 1,v78TR98995YcwQmIYJ,Phone,167,Others,19-03-2024,TRUE,FALSE,1293Q88000708K2DII,PS,0,e99FT111236d5FGIAY,Initiative 1,Product 1,2205,BCP,Call,IJ166722,9,Mar '24,Q1,Q1 '24
WCT-418305,Product 1,v78TR98995YcwQmIYJ,Phone,27,Others,19-03-2024,TRUE,FALSE,1293Q88000708K2DII,PS,0,e99FT111236d5FHIAY,Initiative 2,Product 1,2205,Diff,Call,IJ166722,6,Mar '24,Q1,Q1 '24
WCT-418301,Product 1,v78TR98995YcweRIYR,Email,268,Others,19-03-2024,TRUE,FALSE,1293Q881236XqWjDIK,PS,0,e99FT111236d5FLIAY,Initiative 2,Product 1,2205,Diff,Mail,IJ166948,21,Mar '24,Q1,Q1 '24
WCT-418383,Product 1,v78TR98995Ycwi2IYB,Phone,277,Others,21-03-2024,TRUE,FALSE,1293Q881236XqcJDIS,OS,0,e99FT111236d5FkIAI,Initiative 1,Product 1,2205,BCP,Call,IJ167005,1,Mar '24,Q1,Q1 '24
WCT-418394,Product 1,v78TR98995YcwhOIYR,Phone,156,Others,21-03-2024,TRUE,FALSE,1293Q881236XqWGDI0,PS,0,e99FT111236d5GOIAY,Initiative 1,Product 1,2205,BCP,Call,IJ166997,2,Mar '24,Q1,Q1 '24
WCT-418391,Product 1,v78TR98995YcwhOIYR,Phone,167,Others,21-03-2024,TRUE,FALSE,1293Q881236XqWGDI0,PS,0,e99FT111236d5GTIAY,Initiative 1,Product 1,2205,BCP,Call,IJ166997,9,Mar '24,Q1,Q1 '24
WCT-418402,Product 1,v78TR98995YcwjSIYR,Phone,303,Others,21-03-2024,TRUE,FALSE,1293Q881236XqelDIC,PS,0,e99FT111236d5GnIAI,Initiative 1,Product 1,2205,BCP,Call,IJ167052,14,Mar '24,Q1,Q1 '24
WCT-418412,Product 1,v78TR98995YcwkYIYB,Live,100,Others,21-03-2024,TRUE,FALSE,1293Q881236XqXDIA0,OS,0,e99FT111236d5HbIAI,Initiative 1,Product 1,2205,BCP,Face 2 Face,IJ167066,7,Mar '24,Q1,Q1 '24
WCT-418411,Product 1,v78TR98995YcweCIYR,Live,28,PA,14-03-2024,TRUE,FALSE,1293Q881236XqXDIA0,CP-P,0,e99FT111236d5HgIAI,Initiative 4,Product 1,2205,SS,Face 2 Face,IJ166945,15,Mar '24,Q1,Q1 '24
WCT-418420,Product 1,v78TR98995YcwkzIYB,Phone,124,Others,19-03-2024,TRUE,FALSE,1293Q8800075uiFDIQ,PS,0,e99FT111236d5HvIAI,Initiative 4,Product 1,2205,SS,Call,IJ167074,22,Mar '24,Q1,Q1 '24
WCT-418421,Product 1,v78TR98995YcwJ8IYJ,Phone,284,Others,12-03-2024,TRUE,FALSE,1293Q881236XqXDIA0,PS,0,e99FT111236d5I0IAI,Initiative 1,Product 1,2205,BCP,Call,IJ166578,23,Mar '24,Q1,Q1 '24
WCT-418422,Product 1,v78TR98995YcvNfIYJ,Phone,149,Others,08-02-2024,TRUE,FALSE,1293Q8800075uiPDIQ,PS,0,e99FT111236d5I5IAI,Initiative 1,Product 1,2205,BCP,Call,IJ165474,19,Feb '24,Q1,Q1 '24
WCT-418423,Product 1,v78TR98995YcwhTIYR,Phone,46,Others,20-03-2024,TRUE,FALSE,1293Q881236XqXDIA0,PS,0,e99FT111236d5IAIAY,Initiative 1,Product 1,2205,BCP,Call,IJ166998,18,Mar '24,Q1,Q1 '24
WCT-418428,Product 1,v78TR98995YcwlOIYR,Phone,9,Others,19-03-2024,TRUE,FALSE,1293Q881236XqXDIA0,PS,0,e99FT111236d5IZIAY,Initiative 1,Product 1,2205,BCP,Call,IJ167079,13,Mar '24,Q1,Q1 '24
WCT-418441,Product 1,v78TR98995YcwlTIYR,Live,1,PA,13-03-2024,TRUE,FALSE,1293Q881236XqXDIA0,CP-P,0,e99FT111236d5IeIAI,Initiative 1,Product 1,2205,BCP,Face 2 Face,IJ167080,11,Mar '24,Q1,Q1 '24
WCT-418431,Product 1,v78TR98995YcwlYIYR,Virtual,328,Others,22-03-2024,TRUE,FALSE,1293Q881236XqWhDIK,PS,0,e99FT111236d5IjIAI,Initiative 4,Product 1,2205,SS,Online,IJ167083,25,Mar '24,Q1,Q1 '24
WCT-418434,Product 1,v78TR98995YcwlnIYB,Live,158,Others,18-03-2024,TRUE,FALSE,1293Q881236XqWGDI0,PS,0,e99FT111236d5ItIAI,Initiative 1,Product 1,2205,BCP,Face 2 Face,IJ167087,23,Mar '24,Q1,Q1 '24
WCT-418450,Product 1,v78TR98995YcvsTIYR,Phone,93,Others,28-02-2024,TRUE,FALSE,1293Q881236XqXDIA0,PS,0,e99FT111236d5JoIAI,Initiative 1,Product 1,2205,BCP,Call,IJ166005,11,Feb '24,Q1,Q1 '24
WCT-418414,Product 1,v78TR98995YcwkkIYB,Phone,256,Others,21-03-2024,TRUE,FALSE,1293Q881236XqcJDIS,OS,0,e99FT111236d5K4IAI,Initiative 1,Product 1,2205,BCP,Call,IJ167070,13,Mar '24,Q1,Q1 '24
WCT-418415,Product 1,v78TR98995Ycv1TIYR,Phone,266,Others,24-01-2024,TRUE,FALSE,1293Q881236XqXDIA0,PS,0,e99FT111236d5JqIAI,Initiative 1,Product 1,2205,BCP,Call,IJ165041,7,Jan '24,Q1,Q1 '24
WCT-418405,Product 1,v78TR98995Ycvv9IYB,Phone,349,Others,27-02-2024,TRUE,FALSE,1293Q881236XqXDIA0,PS,0,e99FT111236d5KhIAI,Initiative 1,Product 1,2205,BCP,Call,IJ166051,16,Feb '24,Q1,Q1 '24
WCT-418408,Product 1,v78TR98995YcwneIYB,Phone,137,Others,22-03-2024,TRUE,FALSE,1293Q88000708K2DII,PS,0,e99FT111236d5KwIAI,Initiative 1,Product 1,2205,BCP,Call,IJ167113,7,Mar '24,Q1,Q1 '24
WCT-418481,Product 1,v78TR98995YcvgzIYB,Phone,243,Others,27-02-2024,TRUE,FALSE,1293Q8800075uiPDIQ,PS,0,e99FT111236d5L1IAI,Initiative 1,Product 1,2205,BCP,Call,IJ165813,7,Feb '24,Q1,Q1 '24
WCT-418482,Product 1,v78TR98995YcwimIYB,Phone,72,Others,22-03-2024,TRUE,FALSE,1293Q88000708K2DII,PS,0,e99FT111236d5L6IAI,Initiative 1,Product 1,2205,BCP,Call,IJ167026,24,Mar '24,Q1,Q1 '24
WCT-418485,Product 1,v78TR98995Ycw7oIYB,Phone,362,Others,22-03-2024,TRUE,FALSE,1293Q88000708K2DII,PS,0,e99FT111236d5LGIAY,Initiative 1,Product 1,2205,BCP,Call,IJ166359,18,Mar '24,Q1,Q1 '24
WCT-418481,Product 1,v78TR98995YcvrGIYR,Phone,323,Others,27-02-2024,TRUE,FALSE,1293Q8800075uiPDIQ,PS,0,e99FT111236d5L2IAI,Initiative 1,Product 1,2205,BCP,Call,IJ165990,16,Feb '24,Q1,Q1 '24
WCT-418480,Product 1,v78TR98995YcwZRIYZ,Phone,38,Others,19-03-2024,TRUE,FALSE,1293Q88000708K2DII,PS,0,e99FT111236d5LLIAY,Initiative 1,Product 1,2205,BCP,Call,IJ166846,17,Mar '24,Q1,Q1 '24
WCT-418488,Product 1,v78TR98995YcwnoIYB,Email,100,Others,19-03-2024,TRUE,FALSE,1293Q881236XqWjDIK,PS,0,e99FT111236d5LQIAY,Initiative 1,Product 1,2205,BCP,Mail,IJ167115,3,Mar '24,Q1,Q1 '24
WCT-418492,Product 1,v78TR98995YcwntIYB,Live,27,Others,28-02-2024,TRUE,FALSE,1293Q8800075uiPDIQ,PS,0,e99FT111236d5LXIAY,Initiative 1,Product 1,2205,BCP,Face 2 Face,IJ167117,16,Feb '24,Q1,Q1 '24
WCT-418495,Product 1,v78TR98995Ycwo8IYB,Phone,75,Others,25-03-2024,TRUE,FALSE,1293Q881236XqikDIC,PS,0,e99FT111236d5LkIAI,Initiative 1,Product 1,2205,BCP,Call,IJ167120,3,Mar '24,Q1,Q1 '24
WCT-418500,Product 1,v78TR98995YcwkBIYR,Phone,69,Others,21-03-2024,TRUE,FALSE,1293Q881236XqcJDIS,OS,0,e99FT111236d5M1IAI,Initiative 1,Product 1,2205,BCP,Call,IJ167061,21,Mar '24,Q1,Q1 '24
WCT-418511,Product 1,v78TR98995YcwqPIYR,Phone,359,Others,25-03-2024,TRUE,FALSE,1293Q881236XqelDIC,PS,0,e99FT111236d5MsIAI,Initiative 1,Product 1,2205,BCP,Call,IJ167167,17,Mar '24,Q1,Q1 '24
WCT-418518,Product 1,v78TR98995YcwqZIYR,Live,220,Others,07-03-2024,TRUE,FALSE,1293Q8800075uiFDIQ,PS,0,e99FT111236d5N2IAI,Initiative 4,Product 1,2205,SS,Face 2 Face,IJ167169,17,Mar '24,Q1,Q1 '24
WCT-418519,Product 1,v78TR98995YcwqjIYB,Live,217,Others,28-02-2024,TRUE,FALSE,1293Q8800075uiPDIQ,PS,0,e99FT111236d5N7IAI,Initiative 1,Product 1,2205,BCP,Face 2 Face,IJ167171,19,Feb '24,Q1,Q1 '24
WCT-418520,Product 1,v78TR98995YcwmRIYR,Phone,232,Others,26-03-2024,TRUE,FALSE,1293Q881236XqikDIC,PS,0,e99FT111236d5NHIAY,Initiative 1,Product 1,2205,BCP,Call,IJ167098,25,Mar '24,Q1,Q1 '24
WCT-418520,Product 1,v78TR98995YcwrSIYR,Live,137,Others,20-03-2024,TRUE,FALSE,1293Q881236XqcJDIS,PS,0,e99FT111236d5NVIAY,Initiative 1,Product 1,2205,BCP,Face 2 Face,IJ167198,16,Mar '24,Q1,Q1 '24
WCT-418528,Product 1,v78TR98995YcwqeIYB,Phone,206,Others,26-03-2024,TRUE,FALSE,1293Q881236XqWYDI0,PS,0,e99FT111236d5NWIAY,Initiative 1,Product 1,2205,BCP,Call,IJ167170,7,Mar '24,Q1,Q1 '24
WCT-418541,Product 1,v78TR98995YcwqeIYB,Phone,328,Others,26-03-2024,TRUE,FALSE,1293Q881236XqWYDI0,PS,0,e99FT111236d5NXIAY,Initiative 1,Product 1,2205,BCP,Call,IJ167170,17,Mar '24,Q1,Q1 '24
WCT-418534,Product 1,v78TR98995YcwpBIYR,Phone,229,Others,26-03-2024,TRUE,FALSE,1293Q88000708K2DII,PS,0,e99FT111236d5NlIAI,Initiative 1,Product 1,2205,BCP,Call,IJ167145,7,Mar '24,Q1,Q1 '24
WCT-418530,Product 1,v78TR98995YcwrzIYB,Live,260,Others,20-03-2024,TRUE,FALSE,1293Q881236XqcJDIS,PS,0,e99FT111236d5NwIAI,Initiative 1,Product 1,2205,BCP,Face 2 Face,IJ167223,16,Mar '24,Q1,Q1 '24
WCT-418541,Product 1,v78TR98995YcwhdIYB,Phone,345,Others,26-03-2024,TRUE,FALSE,1293Q88000708K2DII,PS,0,e99FT111236d5OKIAY,Initiative 1,Product 1,2205,BCP,Call,IJ167000,19,Mar '24,Q1,Q1 '24
