SESSION_ID,SESSION_DATE,SESSION_STARTED_TIME,SESSION_MODE,SESSION_CLOSED_REMARK,PRESENTATION_ID,PRESENTATION_NAME,PRODUCT,THERAPY_NAME,RA_OR_PA,PRESENTATION_MIX_TYPE,SESSION_TYPE,USER_NAME,TIME_IN_HRS,CALL_ID,ACC_ID,H_ACC_NAME__C,PRESENTATIONS_CUSTOMER_TYPE,ACC_RECORD_TYPE,ACC_CORE_TYPE,TERRITORY,MLS_ID,IS_ACTIVE,THERAPY,RESOURCE_FILETYPE,POWERPOINT_TYPE,PRODUCTS,CALL_STATUS,MSL
4000818,30-04-2023,01:40:00.000,Live,true,41788,6,Product 9,Therapy 1,Proactive,Proactive,normal,15,0.000543981,,,,,,,,4545,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 9,Unlinked,Kren
4000396,02-05-2024,11:54:00.000,Live,true,40860,7,Product 2,Therapy 2,Proactive,Proactive,normal,5,0.000127315,t65Cb24245ZcvMkIZJ,,2278h24245g1H9bZZE,OTH,,,1969-CTT_IN_T1704,5355,true,Therapy 2,Video,NIM - Video,Product 2,Linked,Collin
4001805,18-07-2024,05:49:00.000,Live,true,41828,3,Product 2,Therapy 2,Proactive,Proactive,normal,5,0.000416667,,,,,,,,5477,true,Therapy 2,Video,NIM - Video,Product 2,Unlinked,Collin
4001713,20-02-2024,19:56:00.000,Practice,true,41350,3,Product 2,Therapy 2,Proactive,Proactive,normal,5,0.027442130,,,,,,,9784-CTT_IN_T1707,5436,true,Therapy 2,Video,NIM - Video,Product 2,Unlinked,Collin
4001391,06-07-2023,15:03:00.000,Practice,false,40971,9,Product 2,Therapy 2,Proactive,Proactive,normal,5,0.143217593,,,,,,,,4900,true,Therapy 2,PowerPoint,IS - PPTX/PDF,Product 2,Unlinked,Collin
4001203,21-04-2023,17:39:00.000,Live,true,41510,1,Product 2,Therapy 2,Proactive,Proactive,normal,5,0.007025463,,,,,,,1969-CTT_IN_T1704,4703,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Unlinked,Collin
4001425,23-04-2024,07:11:00.000,Live,true,41366,9,Product 2,Therapy 2,Proactive,Proactive,normal,5,0.016666667,,,,,,,,4690,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Unlinked,Collin
4000249,16-01-2023,10:15:00.000,Practice,true,40533,2,Product 2,Therapy 2,Proactive,Proactive,normal,5,0.022754630,,,,,,,9784-CTT_IN_T1707,5258,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Unlinked,Collin
4001896,25-02-2024,03:24:00.000,Practice,true,41233,2,Product 8,Therapy 1,Proactive,Proactive,normal,5,0.000254630,,,,,,,9780-CTT_IN_T9909,4742,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Unlinked,Collin
4000114,17-05-2024,15:58:00.000,Practice,true,40799,3,Product 2,Therapy 2,Proactive,Proactive,normal,12,0.002083333,,,,,,,,4957,true,Therapy 2,PowerPoint,IS - PPTX/PDF,Product 2,Unlinked,Harry
4001348,07-02-2023,02:59:00.000,Live,true,41740,9,Product 2,Therapy 2,Proactive,Proactive,normal,12,0.000787037,t65Cb24245ZcvtMIZR,,2278h24245g1QWJZZ2,OTH,,,9784-CTT_IN_T1707,4532,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Linked,Harry
4001262,17-05-2023,21:49:00.000,Live,true,40404,3,Product 2,Therapy 2,Proactive,Proactive,normal,12,0.000474537,t65Cb24245ZcwmHIZR,1157h00001CSWiMZZX,2278h22221CSWiMZZX,OTH,,,,4673,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Linked,Harry
4000976,19-06-2024,09:53:00.000,Live,true,40160,4,Product 2,Therapy 2,Proactive,Proactive,normal,12,0.000324074,t65Cb24245ZcxyXIZR,,2278h24245g1Jh5ZZE,OTH,,,1969-CTT_IN_T1704,4574,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Linked,Harry
4000045,19-07-2023,18:13:00.000,Live,true,40608,9,Product 2,Therapy 2,Proactive,Proactive,normal,12,0.001863426,,,,,,,1968-CTT_IN_T1709,5088,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Unlinked,Harry
4001382,26-09-2023,21:07:00.000,Practice,true,40023,1,Product 2,Therapy 2,Proactive,Proactive,normal,12,0.000185185,,,,,,,,5261,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Unlinked,Harry
4001653,27-05-2023,14:05:00.000,Live,false,40657,3,Product 2,Therapy 2,Proactive,Proactive,normal,1,0.004942130,,,,,,,1969-CTT_IN_T1704,4944,true,Therapy 2,Video,NIM - Video,Product 2,Unlinked,Alyssa
4001145,02-03-2024,08:57:00.000,Live,true,41590,6,Product 2,Therapy 2,Proactive,Proactive,normal,1,0.000300926,t65Cb24245ZcxUZIZZ,,,OTH,,,9784-CTT_IN_T1707,4589,true,Therapy 2,Video,NIM - Video,Product 2,Linked,Alyssa
4000635,08-10-2023,02:46:00.000,Live,true,41642,6,Product 2,Therapy 2,Proactive,Proactive,normal,1,0.000578704,t65Cb24245ZcxUeIZJ,,,OTH,,,9784-CTT_IN_T1707,4961,true,Therapy 2,Video,NIM - Video,Product 2,Linked,Alyssa
4000067,09-03-2024,14:51:00.000,Practice,false,41926,10,Product 2,Therapy 2,Proactive,Proactive,normal,1,0.000115741,,,,,,,,4850,true,Therapy 2,Video,NIM - Video,Product 2,Unlinked,Alyssa
4000607,08-09-2023,16:28:00.000,Practice,false,41333,5,Product 2,Therapy 2,Proactive,Proactive,normal,1,0.103055556,,,,,,,,5001,true,Therapy 2,Video,NIM - Video,Product 2,Unlinked,Alyssa
4000462,08-01-2023,14:12:00.000,Live,true,41385,10,Product 2,Therapy 2,Proactive,Proactive,normal,1,0.004398148,t65Cb24245Zcw83IZB,,2278h22221PQtYeZZL,OTH,,,1968-CTT_IN_T1709,5100,true,Therapy 2,PowerPoint,IS - PPTX/PDF,Product 2,Linked,Alyssa
4001518,01-12-2023,20:28:00.000,Live,true,40231,5,Product 2,Therapy 2,Proactive,Proactive,normal,1,0.005763889,,,,,,,,4756,true,Therapy 2,PowerPoint,IS - PPTX/PDF,Product 2,Unlinked,Alyssa
4001445,24-09-2023,11:53:00.000,Live,true,41207,3,Product 2,Therapy 2,Proactive,Proactive,normal,1,0.000231481,t65Cb24245ZcvZGIZZ,,2278h24245g1GO8ZZM,OTH,,,9784-CTT_IN_T1707,4643,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Linked,Alyssa
4000377,14-07-2023,10:34:00.000,Live,true,40767,9,Product 2,Therapy 2,Proactive,Proactive,normal,1,0.011701389,,,,,,,1969-CTT_IN_T1704,5230,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Unlinked,Alyssa
4000826,31-08-2023,16:31:00.000,Live,true,41599,7,Product 2,Therapy 2,Proactive,Proactive,normal,1,0.000138889,t65Cb24245ZcxrIIZR,,2278h24245g1LbGZZU,OTH,,,1969-CTT_IN_T1704,5194,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Linked,Alyssa
4000705,03-12-2023,09:58:00.000,Live,false,40560,8,Product 7,Therapy 1,Proactive,Proactive,normal,1,0.001284722,,,,,,,9176-CTT_IN_T9107,4948,true,Therapy 1,PowerPoint,NIS - PPT,Product 7,Unlinked,Alyssa
4001377,03-05-2023,09:15:00.000,Live,true,41141,6,Product 8,Therapy 1,Proactive,Proactive,normal,1,0.022164352,t65Cb24245ZcupFIZR,,2278h24245g1QBGZZ2,OTH,,,9600-CTT_IN_T9901,5109,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Linked,Alyssa
4001192,09-04-2023,21:57:00.000,Live,true,41903,3,Product 8,Therapy 1,Proactive,Proactive,normal,1,0.064363426,t65Cb24245Zcvu5IZB,,2278h22221PQuO8ZZL,OTH,,,9769-CTT_IN_T9704,4560,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Linked,Alyssa
4000360,24-07-2024,15:41:00.000,Live,true,41707,9,Product 2,Therapy 2,Proactive,Proactive,normal,10,0.002083333,t65Cb24245ZcwwgIZB,,2278h24245g1RKjZZM,OTH,,,,4914,true,Therapy 2,Video,NIM - Video,Product 2,Linked,Elvin
4000515,09-07-2024,15:39:00.000,Practice,true,40412,8,Product 2,Therapy 2,Proactive,Proactive,normal,10,0.047986111,,,,,,,,4610,true,Therapy 2,PowerPoint,IS - PPTX/PDF,Product 2,Unlinked,Elvin
4001221,16-10-2023,19:57:00.000,Practice,true,41705,1,Product 2,Therapy 2,Proactive,Proactive,normal,10,0.003518519,,,,,,,,4616,true,Therapy 2,PowerPoint,IS - PPTX/PDF,Product 2,Unlinked,Elvin
4000039,10-08-2023,16:33:00.000,Practice,true,40869,5,Product 2,Therapy 2,Proactive,Proactive,normal,10,0.000462963,,,,,,,,4693,true,Therapy 2,PowerPoint,IS - PPTX/PDF,Product 2,Unlinked,Elvin
4000665,09-03-2023,14:22:00.000,Practice,false,41536,9,Product 2,Therapy 2,Proactive,Proactive,normal,10,0.000787037,,,,,,,,5057,true,Therapy 2,PowerPoint,IS - PPTX/PDF,Product 2,Unlinked,Elvin
4000720,18-05-2023,20:23:00.000,Practice,false,40585,5,Product 2,Therapy 2,Proactive,Proactive,normal,10,0.001805556,,,,,,,,4811,true,Therapy 2,PowerPoint,IS - PPTX/PDF,Product 2,Unlinked,Elvin
4001069,18-07-2023,04:30:00.000,Live,true,41197,1,Product 2,Therapy 2,Proactive,Proactive,normal,10,0.001585648,,,,,,,,5023,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Unlinked,Elvin
4000705,12-06-2023,03:19:00.000,Live,true,40279,9,Product 2,Therapy 2,Proactive,Proactive,normal,10,0.019027778,t65Cb24245ZcvdGIZR,,2278h22221PQthtZZD,OTH,,,,5450,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Linked,Elvin
4001301,19-11-2023,00:33:00.000,Live,true,40576,7,Product 2,Therapy 2,Proactive,Proactive,normal,10,0.004907407,,,,,,,,5143,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Unlinked,Elvin
4001737,02-06-2024,02:58:00.000,Live,true,40624,9,Product 2,Therapy 2,Proactive,Proactive,normal,10,0.013680556,t65Cb24245ZcwwlIZB,,,OTH,,,,4780,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Linked,Elvin
4001277,22-01-2024,00:32:00.000,Live,false,40356,5,Product 2,Therapy 2,Proactive,Proactive,normal,10,0.005358796,,,,,,,1969-CTT_IN_T1704,5100,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Unlinked,Elvin
4001255,10-12-2023,02:14:00.000,Live,true,41273,9,Product 2,Therapy 2,Proactive,Proactive,normal,10,0.000671296,t65Cb24245ZcwwbIZB,,2278h22221PQuCIZZ1,OTH,,,,4802,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Linked,Elvin
4001984,23-10-2023,14:39:00.000,Live,true,41448,4,Product 2,Therapy 2,Proactive,Proactive,normal,10,0.011076389,t65Cb24245Zcw7tIZB,1157t24245hONTcZZO,2278h24245g1UuyZZE,OTH,,,,5043,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Linked,Elvin
4001800,07-04-2024,11:01:00.000,Live,false,40796,8,Product 8,Therapy 1,Proactive,Proactive,normal,10,0.009849537,,,,CO,Prescriber,Core,,5241,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Unlinked,Elvin
4001835,30-07-2023,23:32:00.000,Live,false,40456,10,Product 8,Therapy 1,Proactive,Proactive,normal,10,0.000185185,,,,,,,9769-CTT_IN_T9704,5078,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Unlinked,Elvin
4000216,13-04-2023,01:01:00.000,Live,false,40973,3,Product 8,Therapy 1,Proactive,Proactive,normal,10,0.002372685,,,,,,,,4739,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Unlinked,Elvin
4001921,08-01-2023,10:22:00.000,Practice,true,41826,9,Product 2,Therapy 2,Proactive,Proactive,normal,21,0.002071759,,,,,,,9784-CTT_IN_T1707,5322,true,Therapy 2,Video,NIM - Video,Product 2,Unlinked,Robin
4000835,04-05-2024,13:04:00.000,Live,true,40570,3,Product 2,Therapy 2,Proactive,Proactive,normal,21,0.010057870,,,,,,,,5408,true,Therapy 2,PowerPoint,IS - PPTX/PDF,Product 2,Unlinked,Robin
4001200,23-11-2023,09:03:00.000,Live,true,41205,9,Product 2,Therapy 2,Proactive,Proactive,normal,21,0.000127315,,,,,,,,5223,true,Therapy 2,PowerPoint,IS - PPTX/PDF,Product 2,Unlinked,Robin
4001839,04-02-2024,10:04:00.000,Practice,true,40433,4,Product 2,Therapy 2,Proactive,Proactive,normal,21,0.000428241,,,,,,,,4504,true,Therapy 2,PowerPoint,IS - PPTX/PDF,Product 2,Unlinked,Robin
4001635,05-06-2024,21:49:00.000,Live,true,41913,4,Product 2,Therapy 2,Proactive,Proactive,normal,21,0.001215278,t65Cb24245ZcuZgIZB,,2278h24245g1ZdeZZE,OTH,,,,5125,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Linked,Robin
4001658,30-07-2023,09:11:00.000,Live,true,40120,7,Product 2,Therapy 2,Proactive,Proactive,normal,21,0.001365741,t65Cb24245ZcvrkIZB,,,OTH,,,1968-CTT_IN_T1709,5049,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Linked,Robin
4000043,05-06-2024,18:37:00.000,Practice,false,41827,3,Product 2,Therapy 2,Proactive,Proactive,normal,21,0.002037037,,,,,,,,4668,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Unlinked,Robin
4001531,20-12-2023,06:05:00.000,Practice,true,41481,10,Product 2,Therapy 2,Proactive,Proactive,normal,21,0.704664352,,,,,,,9784-CTT_IN_T1707,4521,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Unlinked,Robin
4000486,13-05-2024,21:40:00.000,Live,false,41554,10,Product 8,Therapy 1,Proactive,Proactive,normal,21,0.001018519,,,,,,,,5470,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Unlinked,Robin
4001471,24-10-2023,10:32:00.000,Live,true,41757,5,Product 9,Therapy 1,Proactive,Proactive,normal,21,0.011851852,t65Cb24245ZcxL5IZJ,,2278h24245g1LquZZE,OTH,,,,4619,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 9,Linked,Robin
4001566,01-02-2024,20:39:00.000,Live,true,40292,10,Product 2,Therapy 2,Proactive,Proactive,normal,19,0.000335648,t65Cb24245ZcunBIZR,1157t24245YROCVZZ5,,OTH,,,9784-CTT_IN_T1707,4605,true,Therapy 2,Video,NIM - Video,Product 2,Linked,Morgan
4000906,17-06-2024,00:22:00.000,Live,true,40585,10,Product 2,Therapy 2,Proactive,Proactive,normal,19,0.002268519,t65Cb24245ZcxnrIZB,,,OTH,,,,5276,true,Therapy 2,Video,NIM - Video,Product 2,Linked,Morgan
4000707,27-11-2023,22:58:00.000,Practice,false,41989,7,Product 2,Therapy 2,Proactive,Proactive,normal,19,0.000370370,,,,,,,,4966,true,Therapy 2,PowerPoint,IS - PPTX/PDF,Product 2,Unlinked,Morgan
4000427,17-11-2023,07:08:00.000,Practice,false,41056,2,Product 7,Therapy 1,Proactive,Proactive,normal,19,0.009988426,,,,,,,9549-CTT_IN_T9109,5045,true,Therapy 1,PowerPoint,NIS - PPT,Product 7,Unlinked,Morgan
4001289,24-02-2024,01:31:00.000,Live,false,40036,5,Product 8,Therapy 1,Proactive,Proactive,normal,19,0.046643519,,,,,,,1966-CTT_IN_T9907,5192,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Unlinked,Morgan
4000577,16-04-2024,07:41:00.000,Practice,true,40850,7,Product 8,Therapy 1,Proactive,Proactive,normal,19,0.006446759,,,,,,,,5175,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Unlinked,Morgan
4000202,27-01-2023,08:26:00.000,Live,true,40778,4,Product 2,Therapy 2,Proactive,Proactive,normal,9,0.077638889,,,,,,,9784-CTT_IN_T1707,4785,true,Therapy 2,Video,NIM - Video,Product 2,Unlinked,Edward
4001906,01-02-2024,00:29:00.000,Live,true,41715,8,Product 2,Therapy 2,Proactive,Proactive,normal,9,0.002372685,t65Cb24245ZcvdZIZB,,,OTH,,,,4609,true,Therapy 2,Video,NIM - Video,Product 2,Linked,Edward
4000547,27-11-2023,23:48:00.000,Live,true,40629,1,Product 2,Therapy 2,Proactive,Proactive,normal,9,0.005046296,t65Cb24245ZcxmyIZB,,221Hq22223D9p03IZB,OTH,,,,5434,true,Therapy 2,Video,NIM - Video,Product 2,Linked,Edward
4000783,22-05-2023,21:24:00.000,Practice,false,41152,6,Product 2,Therapy 2,Proactive,Proactive,normal,9,0.020416667,,,,,,,9784-CTT_IN_T1707,5409,true,Therapy 2,Video,NIM - Video,Product 2,Unlinked,Edward
4000597,09-05-2023,15:50:00.000,Live,false,40697,2,Product 2,Therapy 2,Proactive,Proactive,normal,9,0.006956019,,,,,,,1969-CTT_IN_T1704,4591,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Unlinked,Edward
4000983,13-08-2023,08:56:00.000,Live,true,40177,4,Product 8,Therapy 1,Proactive,Proactive,normal,9,0.019432870,t65Cb24245ZcxLyIZJ,,2278h24245g1TEZZZ2,OTH,,,9600-CTT_IN_T9901,5014,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Linked,Edward
4000045,07-01-2024,06:13:00.000,Practice,false,40331,7,Product 8,Therapy 1,Proactive,Proactive,normal,9,0.001354167,,,,,,,,4762,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Unlinked,Edward
4000081,20-10-2023,12:07:00.000,Live,true,40685,5,Product 9,Therapy 1,Proactive,Proactive,normal,9,0.002511574,,,,,,,9786-CTT_IN_T9706,5056,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 9,Unlinked,Edward
4001355,03-05-2023,17:37:00.000,Live,true,41339,1,Product 2,Therapy 2,Proactive,Proactive,normal,3,0.000277778,t65Cb24245ZcxVxIZJ,,,OTH,,,9784-CTT_IN_T1707,4834,true,Therapy 2,Video,NIM - Video,Product 2,Linked,Bella
4001101,17-06-2023,12:27:00.000,Live,true,40057,5,Product 2,Therapy 2,Proactive,Proactive,normal,3,0.002268519,t65Cb24245ZcxqdIZB,,2278h24245m7p72ZZZ,OTH,,,,4538,true,Therapy 2,Video,NIM - Video,Product 2,Linked,Bella
4000083,20-05-2023,22:25:00.000,Live,true,40369,5,Product 2,Therapy 2,Proactive,Proactive,normal,3,0.001377315,t65Cb24245Zcw1ZIZR,,2278h22221PQu9MZZT,OTH,,,1968-CTT_IN_T1709,5480,true,Therapy 2,PowerPoint,IS - PPTX/PDF,Product 2,Linked,Bella
4001697,24-10-2023,13:35:00.000,Practice,true,40792,4,Product 2,Therapy 2,Proactive,Proactive,normal,3,0.001863426,,,,,,,9784-CTT_IN_T1707,4621,true,Therapy 2,PowerPoint,IS - PPTX/PDF,Product 2,Unlinked,Bella
4001535,05-02-2023,14:35:00.000,Live,true,41436,5,Product 2,Therapy 2,Proactive,Proactive,normal,3,0.003206019,,,,,,,9784-CTT_IN_T1707,5293,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Unlinked,Bella
4001603,21-10-2023,17:10:00.000,Live,true,40348,1,Product 2,Therapy 2,Proactive,Proactive,normal,3,0.002013889,,,,,,,,5161,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Unlinked,Bella
4001703,22-04-2023,19:40:00.000,Live,true,40734,6,Product 2,Therapy 2,Proactive,Proactive,normal,3,0.001724537,t65Cb24245ZcvxoIZB,1157t24245g1J5sZZE,,OTH,,,,4683,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Linked,Bella
4000763,21-04-2024,16:23:00.000,Live,true,41308,6,Product 2,Therapy 2,Proactive,Proactive,normal,3,0.000763889,t65Cb24245ZcvxoIZB,1157t24245g1J5sZZE,,OTH,,,,4676,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Linked,Bella
4001427,14-07-2024,23:10:00.000,Live,true,41883,10,Product 2,Therapy 2,Proactive,Proactive,normal,3,0.011863426,,,,,,,1968-CTT_IN_T1709,5066,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Unlinked,Bella
4000841,16-10-2023,03:58:00.000,Live,false,40754,7,Product 2,Therapy 2,Proactive,Proactive,normal,3,0.003668981,,,,,,,1969-CTT_IN_T1704,5480,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Unlinked,Bella
4000677,26-02-2024,12:24:00.000,Live,true,41719,2,Product 2,Therapy 2,Proactive,Proactive,normal,3,0.000428241,t65Cb24245ZcwdqIZB,,2278h24245g1NEwZZM,OTH,,,9784-CTT_IN_T1707,5110,true,Therapy 2,PowerPoint,NIS - PPT,Product 2,Linked,Bella
4001964,07-10-2023,18:50:00.000,Live,true,40762,4,Product 7,Therapy 1,Proactive,Proactive,normal,3,0.000196759,,,,,,,9761-CTT_IN_T9705,5085,true,Therapy 1,PowerPoint,NIS - PPT,Product 7,Unlinked,Bella
4001818,09-04-2023,17:47:00.000,Live,false,40793,8,Product 8,Therapy 1,Proactive,Proactive,normal,3,0.002465278,,,,,,,,5210,true,Therapy 1,PowerPoint,IS - PPTX/PDF,Product 8,Unlinked,Bella
4000823,17-04-2023,19:09:00.000,Live,false,40712,3,Product 15,Therapy 1,Reactive,Reactive-Poster,normal,4,0.004837963,,,,,,,1968-CTT_IN_BC302,1968,true,Therapy 1,PDF,Abstract_Poster,Product 15,Unlinked,Chris
4001474,17-11-2023,23:44:00.000,Live,true,41796,4,Product 15,Therapy 1,Reactive,Reactive-Poster,normal,4,0.000381944,,,,,,,2384-CTT_IN_BC303,2384,true,Therapy 1,PDF,Abstract_Poster,Product 15,Unlinked,Chris
4000030,24-05-2024,10:40:00.000,Practice,true,41978,4,Product 15,Therapy 1,Reactive,Reactive-Poster,normal,8,0.000150463,,,,,,,1969-CTT_IN_BC304,1969,true,Therapy 1,PDF,Abstract_Poster,Product 15,Unlinked,Dimtri
4000057,28-09-2023,16:57:00.000,Practice,false,41959,8,Product 15,Therapy 1,Reactive,Reactive-Poster,normal,22,0.012708333,,,,,,,,5632,true,Therapy 1,PDF,Abstract_Poster,Product 15,Unlinked,Sanchez
4001215,17-02-2023,06:23:00.000,Live,false,41566,9,Product 15,Therapy 1,Reactive,Reactive-Poster,normal,18,0.002557870,,,,,,,1968-CTT_IN_BC302,1968,true,Therapy 1,PDF,Abstract_Poster,Product 15,Unlinked,Merry
4001052,01-07-2024,11:47:00.000,Practice,true,40139,10,Product 15,Therapy 1,Reactive,Reactive-Poster,normal,18,0.003969907,,,,,,,,5632,true,Therapy 1,PDF,Abstract_Poster,Product 15,Unlinked,Merry
4001829,18-07-2023,08:03:00.000,Practice,true,40610,4,Product 15,Therapy 1,Reactive,Reactive-Poster,normal,16,0.001030093,,,,,,,,5632,true,Therapy 1,PDF,Abstract_Poster,Product 15,Unlinked,Mathew
4000210,08-05-2023,14:38:00.000,Practice,true,41457,10,Product 15,Therapy 1,Reactive,Reactive-Poster,normal,16,0.000775463,,,,,,,2384-CTT_IN_BC303,2384,true,Therapy 1,PDF,Abstract_Poster,Product 15,Unlinked,Mathew
4001028,04-03-2024,08:49:00.000,Practice,false,40853,1,Product 15,Therapy 1,Reactive,Reactive-Poster,normal,20,0.002222222,,,,,,,,5632,true,Therapy 1,PDF,Abstract_Poster,Product 15,Unlinked,Paul
4000160,27-07-2024,12:41:00.000,Live,true,40475,7,Product 15,Therapy 1,Reactive,Reactive-Poster,normal,23,0.000381944,,,,,,,1968-CTT_IN_BC302,1968,true,Therapy 1,PDF,Abstract_Poster,Product 15,Unlinked,Shane
4000659,19-06-2023,00:31:00.000,Practice,false,40077,9,Product 15,Therapy 1,Reactive,Reactive-Poster,normal,15,0.042280093,,,,,,,2384-CTT_IN_BC303,2384,true,Therapy 1,PDF,Abstract_Poster,Product 15,Unlinked,Kren
4001229,05-05-2024,20:55:00.000,Practice,true,41959,5,Product 15,Therapy 1,Reactive,Reactive-Poster,normal,1,0.004120370,,,,,,,,5632,true,Therapy 1,PDF,Abstract_Poster,Product 15,Unlinked,Alyssa
4000221,05-12-2023,04:25:00.000,Practice,true,40774,9,Product 15,Therapy 1,Reactive,Reactive-Poster,normal,10,0.005046296,,,,,,,2384-CTT_IN_BC303,2384,true,Therapy 1,PDF,Abstract_Poster,Product 15,Unlinked,Elvin
4000837,17-04-2023,18:38:00.000,Live,true,40123,5,Product 15,Therapy 1,Reactive,Reactive-Poster,normal,21,0.017627315,,,,,,,1968-CTT_IN_BC302,1968,true,Therapy 1,PDF,Abstract_Poster,Product 15,Unlinked,Robin
4000766,19-04-2023,00:00:00.000,Practice,true,41999,10,Product 15,Therapy 1,Reactive,Reactive-Poster,normal,9,0.000636574,,,,,,,1969-CTT_IN_BC304,1969,true,Therapy 1,PDF,Abstract_Poster,Product 15,Unlinked,Edward
4000135,15-06-2023,04:00:00.000,Live,true,40809,6,Product 15,Therapy 1,Reactive,Reactive-Poster,normal,3,0.000428241,t77Ct85878AcxUjIAJ,,11CT75783IbEtXIAV,Other,,,2384-CTT_IN_BC303,2384,true,Therapy 1,PDF,Abstract_Poster,Product 15,Linked,Bella
4000942,05-11-2023,22:00:00.000,Practice,true,41853,7,Product 15,Therapy 1,Reactive,Reactive-Poster,normal,3,0.001504630,,,,,,,2384-CTT_IN_BC303,2384,true,Therapy 1,PDF,Abstract_Poster,Product 15,Unlinked,Bella
4001791,21-07-2024,12:14:00.000,Live,true,40131,3,Product 2,Therapy 2,Proactive,Proactive as Presented,normal,2,0.000254630,,,,,,,1968-CTT_IN_T1709,5494,true,Therapy 2,PowerPoint,OPAP,Product 2,Unlinked,Amanda
4000599,10-06-2024,09:33:00.000,Practice,false,40335,8,Product 2,Therapy 2,Proactive,Proactive as Presented,normal,20,0.003437500,,,,,,,,4824,true,Therapy 2,PowerPoint,OPAP,Product 2,Unlinked,Paul
4001959,20-03-2023,03:14:00.000,Live,true,40797,9,Product 2,Therapy 2,Proactive,Proactive as Presented,normal,21,0.003368056,t65Cb24245Zcy8LIZR,1157t24245g1RnRZZU,2278h24245g1RnRZZU,OTH,,,,4700,true,Therapy 2,PowerPoint,OPAP,Product 2,Linked,Robin
4001084,24-12-2023,00:56:00.000,Practice,false,41498,8,Product 2,Therapy 2,Proactive,Proactive as Presented,normal,9,0.007650463,,,,,,,,4853,true,Therapy 2,PowerPoint,OPAP,Product 2,Unlinked,Edward
4000798,28-01-2024,17:59:00.000,Live,true,40529,1,Product 2,Therapy 2,Proactive,Proactive as Presented,normal,25,0.000428241,,,,,,,1968-CTT_IN_T1709,5047,true,Therapy 2,PowerPoint,OPAP,Product 2,Unlinked,Glen
4000516,29-12-2023,07:29:00.000,Live,true,40764,1,Product 2,Therapy 2,Proactive,Proactive,normal,25,0.000115741,t65Cb24245ZcuntIZB,,2278h24245g1Ue7ZZE,OTH,,,1969-CTT_IN_T1704,4953,true,Therapy 2,Video,NIM - Video,Product 2,Linked,Glen
4000433,28-06-2024,02:00:00.000,Live,true,41604,7,Product 2,Therapy 2,Proactive,Proactive,normal,25,0.000335648,t65Cb24245ZcxVnIZJ,,,OTH,,,9784-CTT_IN_T1707,5116,true,Therapy 2,Video,NIM - Video,Product 2,Linked,Glen
4000614,03-06-2024,10:32:00.000,Live,false,40540,2,Product 2,Therapy 2,Proactive,Proactive,normal,25,0.000520833,,,,,,,1968-CTT_IN_T1709,5468,true,Therapy 2,PowerPoint,IS - PPTX/PDF,Product 2,Unlinked,Glen
